16.892	  -0.05   1.04   0.81  -0.11   0.01  -0.01   0.00
17.115	  -0.05   1.04   0.81  -0.11   0.01  -0.01   0.00
17.350	  -0.06   0.57   0.21  -0.06  -0.00  -0.00   0.00
17.622	  -0.04   0.19   0.06  -0.02  -0.00  -0.00   0.00
17.784	  -0.02   0.01   0.00  -0.00   0.00  -0.00   0.00
18.031	  -0.05   0.01  -0.00  -0.00   0.00  -0.00   0.00
18.290	  -0.02  -0.03   0.01  -0.00   0.00  -0.00   0.00
18.547	  -0.00  -0.00  -0.01  -0.00   0.00  -0.00   0.00
18.806	  -0.01   0.00   0.02  -0.00   0.00  -0.00   0.00
19.063	  -0.00  -0.01   0.00  -0.00  -0.00  -0.00   0.00
19.401	   0.03  -0.01   0.00  -0.00   0.00  -0.00   0.00
19.617	   0.01  -0.01   0.07  -0.00   0.00  -0.00   0.00
19.778	   0.01  -0.01   0.07  -0.00   0.00  -0.00   0.00
20.130	   0.04   0.02   0.06  -0.00  -0.00  -0.00   0.00
20.385	   0.04   0.02   0.06  -0.00  -0.00  -0.00   0.00
20.626	   0.05  -0.02   0.00   0.00  -0.00  -0.00   0.00
20.864	   0.05  -0.00   0.00   0.00  -0.00   0.00   0.00
21.030	   0.04  -0.01   0.00   0.00  -0.00   0.00   0.00
21.285	   0.04  -0.01   0.00   0.00  -0.00   0.00   0.00
21.510	   0.03  -0.01   0.01   0.00  -0.00   0.00   0.00
21.766	   0.03  -0.01   0.01   0.00  -0.00   0.00   0.00
22.023	   0.04  -0.01   0.00  -0.00  -0.00   0.00   0.00
22.281	   0.03  -0.01   0.01  -0.00  -0.00  -0.00   0.00
22.509	   0.04  -0.01   0.01   0.00  -0.00   0.00   0.00
22.718	   0.03  -0.01  -0.00  -0.00  -0.00   0.00   0.00
22.880	   0.03  -0.00   0.00   0.00  -0.00   0.00   0.00
23.063	   0.03  -0.00   0.00   0.00  -0.00   0.00   0.00
23.322	   0.03  -0.01   0.01   0.00  -0.00   0.00   0.00
23.514	   0.03  -0.01   0.01  -0.00  -0.00   0.00   0.00
23.770	   0.03  -0.01   0.01   0.00  -0.00   0.00   0.00
24.144	   0.03  -0.00   0.00   0.00  -0.00  -0.00   0.00
24.306	   0.03  -0.00   0.01   0.00  -0.00   0.00   0.00
24.482	   0.03  -0.00   0.01   0.00  -0.00   0.00   0.00
