9.891	  -0.00  -0.01  -2.76   0.00  -0.04   0.00   0.00
10.051	  -0.00  -0.01  -2.76   0.00  -0.04   0.00   0.00
10.211	  -0.01  -0.02  -2.84   0.00  -0.04   0.00   0.00
10.383	   0.00  -0.01  -3.00   0.00  -0.04   0.00   0.00
10.555	   0.00  -0.01  -3.00   0.00  -0.04   0.00   0.00
10.727	   0.01  -0.01  -3.03   0.00  -0.04   0.00   0.00
10.899	   0.01  -0.01  -3.03   0.00  -0.04   0.00   0.00
11.071	   0.01  -0.05  -3.01   0.01  -0.04   0.00   0.00
11.243	   0.01  -0.05  -2.90   0.01  -0.04   0.00   0.00
11.415	   0.01  -0.05  -2.90   0.01  -0.04   0.00   0.00
11.587	   0.01  -0.04  -2.85   0.00  -0.04   0.00   0.00
11.759	   0.01  -0.04  -2.81   0.00  -0.04   0.00   0.00
11.931	   0.01  -0.04  -2.81   0.00  -0.04   0.00   0.00
12.091	  -0.02   0.06  -2.71  -0.01  -0.04  -0.00   0.00
12.251	  -0.02   0.06  -2.71  -0.01  -0.04  -0.00   0.00
12.411	   0.00   0.00  -1.97   0.00  -0.02  -0.00   0.00
12.587	   0.02   0.04  -1.66  -0.00  -0.02  -0.00   0.00
12.765	   0.02   0.04  -1.66  -0.00  -0.02  -0.00   0.00
12.937	   0.05   0.04  -1.38  -0.00  -0.01  -0.00   0.00
13.109	   0.05   0.04  -1.20  -0.00  -0.01  -0.00   0.00
13.281	   0.05   0.04  -1.20  -0.00  -0.01  -0.00   0.00
13.441	   0.05   0.03  -1.16  -0.00  -0.01  -0.00   0.00
13.601	   0.05   0.03  -1.16  -0.00  -0.01  -0.00   0.00
13.773	   0.05   0.03  -1.10  -0.00  -0.01  -0.00   0.00
13.945	   0.08   0.05  -1.01  -0.00  -0.01  -0.00   0.00
14.118	   0.08   0.05  -1.01  -0.00  -0.01  -0.00   0.00
14.289	   0.04   0.03  -0.87  -0.00  -0.00  -0.00   0.00
14.461	   0.04   0.02  -0.76  -0.00  -0.00  -0.00   0.00
14.633	   0.04   0.02  -0.76  -0.00  -0.00  -0.00   0.00
14.825	   0.02  -0.00  -0.63  -0.00  -0.00  -0.00   0.00
14.997	   0.02  -0.00  -0.63  -0.00  -0.00  -0.00   0.00
15.169	   0.03   0.02  -0.48  -0.00  -0.00  -0.00   0.00
15.341	   0.01   0.01  -0.35  -0.00  -0.00  -0.00   0.00
15.501	   0.01   0.01  -0.35  -0.00  -0.00  -0.00   0.00
15.661	   0.01   0.00  -0.26  -0.00  -0.00  -0.00   0.00
15.821	   0.01   0.01  -0.20  -0.00  -0.00  -0.00   0.00
15.993	   0.01   0.01  -0.20  -0.00  -0.00  -0.00   0.00
16.166	   0.00   0.01  -0.14  -0.00  -0.00  -0.00   0.00
16.337	   0.00   0.01  -0.14  -0.00  -0.00  -0.00   0.00
16.510	  -0.00   0.01  -0.05  -0.00   0.00  -0.00   0.00
16.681	  -0.01   0.00   0.03  -0.00   0.00  -0.00   0.00
16.841	  -0.01   0.00   0.03  -0.00   0.00  -0.00   0.00
17.001	  -0.00   0.00   0.00  -0.00   0.00  -0.00   0.00
17.162	  -0.00   0.00   0.00  -0.00   0.00  -0.00   0.00
17.333	   0.00   0.00   0.02  -0.00   0.00  -0.00   0.00
17.506	  -0.00   0.00   0.01  -0.00   0.00  -0.00   0.00
17.677	  -0.00   0.00   0.01  -0.00   0.00  -0.00   0.00
17.849	   0.00  -0.00   0.02  -0.00   0.00  -0.00   0.00
18.021	  -0.00  -0.00   0.02  -0.00   0.00  -0.00   0.00
18.193	  -0.00  -0.00   0.02  -0.00   0.00  -0.00   0.00
18.365	   0.00   0.00   0.01  -0.00   0.00  -0.00   0.00
18.537	   0.00   0.00   0.01  -0.00   0.00  -0.00   0.00
18.710	   0.00   0.00   0.01  -0.00   0.00  -0.00   0.00
18.881	   0.00   0.00   0.02  -0.00   0.00  -0.00   0.00
19.060	   0.00   0.00   0.02  -0.00   0.00  -0.00   0.00
19.225	   0.01  -0.00  -0.02  -0.00   0.00  -0.00   0.00
19.385	   0.01  -0.02   0.01  -0.00   0.00  -0.00   0.00
