25.927	   0.01   0.02   0.02   0.00  -0.00   0.00   0.00
26.305	   0.03   0.03   0.01   0.00  -0.00   0.00   0.00
26.563	   0.01   0.02   0.02   0.00  -0.00   0.00   0.00
26.807	  -0.00   0.03   0.02   0.00  -0.00   0.00   0.00
26.985	  -0.00   0.03   0.02   0.00  -0.00   0.00   0.00
27.157	   0.02   0.03  -0.00   0.00  -0.00   0.00   0.00
27.340	   0.02   0.03  -0.00   0.00  -0.00   0.00   0.00
27.530	   0.00   0.02   0.00   0.00  -0.00   0.00   0.00
27.792	   0.08   0.03   0.03   0.00   0.00   0.00   0.00
28.158	  -0.05   0.04   0.01   0.00  -0.00   0.00   0.00
28.400	  -0.00   0.03   0.00   0.00  -0.00   0.00   0.00
28.644	  -0.00   0.03   0.00   0.00  -0.00   0.00   0.00
28.815	  -0.00   0.03   0.01   0.00  -0.00   0.00   0.00
28.987	  -0.00   0.03   0.01   0.00  -0.00   0.00   0.00
29.169	  -0.00   0.03   0.01   0.00  -0.00   0.00   0.00
29.427	  -0.00   0.03   0.01   0.00  -0.00   0.00   0.00
