loaded 340 states from 0002.dat
FINGER
Bounding Sphere
   0.0, 297.5,   0.0,    0,   -0,    0
POLYFLAP
Bounding Box
   0.0,   0.0,   0.0,    0,   -0,    0
50, 25, 65, 
GROUND PLANE
Bounding Plane
   0.0,   0.0,   0.0,    0,   -0,    0
timestamp, eff_x, eff_y, eff_z,eff_r,eff_p,eff_y,    Fx,    Fy,    Fz,    Tx,    Ty,    Tz, obj_x, obj_y, obj_z,obj_r,obj_p,obj_y
   99.746,  -0.0, 289.0, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.8,   1.9,   2.6,  -0.1,   0.0, 200.0,  49.0,  -58,   90,  -58
   99.780,  -0.0, 289.2, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.8,   2.1,   0.3,  -0.1,   0.0, 200.0,  49.0,  -58,   90,  -58
   99.813,  -0.0, 289.3, 165.0,  -77,   -0,    0,  -0.1,   0.0,   0.8,   1.3,   4.0,  -0.1,   0.0, 200.0,  49.0,   -5,   90,   -5
   99.846,  -0.0, 289.5, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.8,   1.9,   1.5,  -0.1,   0.0, 200.0,  49.0,  -70,   90,  -70
   99.880,  -0.0, 289.6, 165.0,  -77,   -0,    0,   0.0,   0.0,   0.9,   1.5,  -0.6,  -0.1,   0.0, 200.0,  49.0,  -70,   90,  -70
   99.913,  -0.0, 289.8, 165.0,  -77,   -0,    0,  -0.1,   0.0,   0.8,   2.5,   3.8,  -0.1,   0.0, 200.0,  49.0,   41,   90,   41
   99.946,  -0.0, 290.0, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.8,   2.1,   1.5,  -0.1,   0.0, 200.0,  49.0,  -73,   90,  -73
   99.980,  -0.0, 290.1, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.8,   2.0,   0.4,  -0.1,   0.0, 200.0,  49.0,  -73,   90,  -73
  100.013,  -0.0, 290.3, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.8,   2.0,   1.9,  -0.1,   0.0, 200.0,  49.0,   39,   90,   39
  100.046,  -0.0, 290.5, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.8,   2.5,   1.8,  -0.1,   0.0, 200.0,  49.0,  -67,   90,  -67
  100.080,  -0.0, 290.6, 165.0,  -77,   -0,    0,  -0.1,   0.0,   0.9,   1.7,   4.4,  -0.1,   0.0, 200.0,  49.0,  -67,   90,  -67
  100.113,  -0.0, 290.8, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.8,   2.4,   0.2,  -0.1,   0.0, 200.0,  49.0,   59,   90,   59
  100.146,  -0.0, 291.0, 165.0,  -77,   -0,    0,  -0.1,   0.0,   0.9,   2.1,   5.2,  -0.1,   0.0, 200.0,  49.0,  -60,   90,  -60
  100.180,  -0.0, 291.2, 165.0,  -77,   -0,    0,  -0.0,   0.0,   0.8,   2.4,   1.5,  -0.1,   0.0, 200.0,  49.0,  -60,   90,  -60
